generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,0.3759765625,kl,,19.09375,14.8984375,,,340992,"{""wikitext2"":340992}",2,2,1,,"[2,1]","[128,512]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":0,""quantization"":2},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",True,68.027597094886,2330.30517578125
2,0.3310546875,kl,,19.09375,14.8671875,,,340992,"{""wikitext2"":340992}",2,2,1,,"[2,1]","[128,512]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""accepted_offspring_by_type"":{""depth"":2,""quantization"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1}",False,115.5662172306329,2330.30517578125
