condition,condition_label,initialization,mutation,seed,run_id,generation,best_search_fitness,wikitext2_ppl,stage2_candidate_evaluations_cumulative,stage2_evaluated_tokens_cumulative,total_candidate_evaluations_cumulative,total_evaluated_tokens_cumulative,stage2_runtime_minutes_cumulative,total_runtime_minutes_cumulative
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,16,0.73046875,12.375,464,802816,464,802816,8.14082597841819,8.14082597841819
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,17,0.72802734375,,491,851968,491,851968,8.34707505327339,8.34707505327339
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,18,0.7265625,,518,901120,518,901120,8.54544359728073,8.54544359728073
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,19,0.7265625,,545,950272,545,950272,8.750655520676325,8.750655520676325
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,20,0.71533203125,,572,999424,572,999424,8.960006726750484,8.960006726750484
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,21,0.71240234375,12.15625,599,1048576,599,1048576,10.208164732406537,10.208164732406537
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,22,0.7119140625,,626,1097728,626,1097728,10.4173124192593,10.4173124192593
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,23,0.7109375,,653,1146880,653,1146880,10.623235773543517,10.623235773543517
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,24,0.71044921875,,680,1196032,680,1196032,10.827663981790344,10.827663981790344
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,25,0.70947265625,,707,1245184,707,1245184,11.034365033482512,11.034365033482512
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,26,0.708984375,12.203125,734,1294336,734,1294336,12.268474430249382,12.268474430249382
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,27,0.708984375,,761,1343488,761,1343488,12.478812275951107,12.478812275951107
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,28,0.705078125,,788,1392640,788,1392640,12.694145467411726,12.694145467411726
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,29,0.7041015625,,815,1441792,815,1441792,12.901674891946216,12.901674891946216
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,30,0.70458984375,,842,1490944,842,1490944,13.106733483665932,13.106733483665932
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,31,0.7041015625,12.1796875,869,1540096,869,1540096,14.35239858372758,14.35239858372758
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,32,0.70458984375,,896,1589248,896,1589248,14.552057356076936,14.552057356076936
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,33,0.70458984375,,923,1638400,923,1638400,14.74864868586883,14.74864868586883
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,34,0.705078125,,950,1687552,950,1687552,14.957393034081907,14.957393034081907
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,35,0.70458984375,,977,1736704,977,1736704,15.160055937990546,15.160055937990546
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,36,0.705078125,12.1796875,1004,1785856,1004,1785856,16.400895381284258,16.400895381284258
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,37,0.705078125,,1031,1835008,1031,1835008,16.611186739429833,16.611186739429833
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,38,0.705078125,,1058,1884160,1058,1884160,16.821106252136328,16.821106252136328
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,39,0.70556640625,,1085,1933312,1085,1933312,17.030583161643396,17.030583161643396
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,40,0.70556640625,,1112,1982464,1112,1982464,17.23651789802437,17.23651789802437
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,41,0.705078125,12.15625,1139,2031616,1139,2031616,18.471052777270476,18.471052777270476
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,42,0.70458984375,,1166,2080768,1166,2080768,18.674019474784533,18.674019474784533
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,43,0.642578125,,1193,2129920,1193,2129920,18.881661759937803,18.881661759937803
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,44,0.64208984375,,1220,2179072,1220,2179072,19.086219435464592,19.086219435464592
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,45,0.63671875,,1247,2228224,1247,2228224,19.298302893402674,19.298302893402674
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,46,0.63671875,11.421875,1274,2277376,1274,2277376,20.534272547562917,20.534272547562917
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,47,0.61865234375,,1301,2326528,1301,2326528,20.733088692401846,20.733088692401846
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,48,0.6181640625,,1328,2375680,1328,2375680,20.942281917886188,20.942281917886188
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,49,0.615234375,,1355,2424832,1355,2424832,21.150289675345025,21.150289675345025
standard_standard,Standard initialization + standard mutation,standard,standard,2,thesis_compute_matched_joint_mistral_s0.25_qproj3.0_g50_o16_seed2,50,0.61474609375,11.3359375,1382,2473984,1382,2473984,21.365006907656788,21.365006907656788
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,1,0.9052734375,11.9921875,28,49664,600,1049088,1.7351069481500114,11.268440281483345
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,2,0.69873046875,,55,98816,627,1098240,1.9310278130850445,11.464361146418378
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,3,0.69873046875,,82,147968,654,1147392,2.1388539248223726,11.672187258155706
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,4,0.6982421875,,109,197120,681,1196544,2.331435715849511,11.864769049182845
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,5,0.69873046875,,136,246272,708,1245696,2.521861460704046,12.05519479403738
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,6,0.69873046875,11.96875,163,295424,735,1294848,3.5790202215701963,13.11235355490353
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,7,0.6982421875,,190,344576,762,1344000,3.761638355681983,13.294971689015316
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,8,0.6982421875,,217,393728,789,1393152,3.938724001303005,13.472057334636338
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,9,0.69921875,,244,442880,816,1442304,4.135386733004513,13.668720066337846
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,10,0.69921875,,271,492032,843,1491456,4.3138987743839,13.847232107717234
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,11,0.6728515625,11.4921875,298,541184,870,1540608,5.361610842488395,14.89494417582173
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,12,0.6728515625,,325,590336,897,1589760,5.5369466799000895,15.070280013233424
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,13,0.67236328125,,352,639488,924,1638912,5.706484771054238,15.239818104387572
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,14,0.6728515625,,379,688640,951,1688064,5.8951944491205115,15.428527782453845
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,15,0.67236328125,,406,737792,978,1737216,6.088509755635944,15.621843088969278
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,16,0.67236328125,11.46875,433,786944,1005,1786368,7.158575011688906,16.691908345022238
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,17,0.67236328125,,460,836096,1032,1835520,7.345902514721577,16.87923584805491
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,18,0.67236328125,,487,885248,1059,1884672,7.534788658400066,17.0681219917334
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,19,0.67138671875,,514,934400,1086,1933824,7.717462169316907,17.25079550265024
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,20,0.67236328125,,541,983552,1113,1982976,7.902675257817221,17.436008591150554
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,21,0.671875,11.5078125,568,1032704,1140,2032128,8.956465713439199,18.489799046772532
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,22,0.67236328125,,595,1081856,1167,2081280,9.135417433548719,18.668750766882052
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,23,0.66748046875,,622,1131008,1194,2130432,9.333166415298669,18.866499748632002
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,24,0.66796875,,649,1180160,1221,2179584,9.522091118968092,19.055424452301427
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,25,0.6669921875,,676,1229312,1248,2228736,9.712240781720418,19.24557411505375
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,26,0.6669921875,11.3515625,703,1278464,1275,2277888,10.766754405619576,20.30008773895291
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,27,0.66650390625,,730,1327616,1302,2327040,10.953032169188372,20.486365502521707
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,28,0.666015625,,757,1376768,1329,2376192,11.133684927155263,20.667018260488597
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,29,0.640625,,784,1425920,1356,2425344,11.338773342470327,20.87210667580366
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,30,0.6396484375,,811,1475072,1383,2474496,11.514991764499184,21.048325097832517
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,31,0.6376953125,11.0703125,838,1524224,1410,2523648,12.57042155220018,22.103754885533515
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,32,0.63720703125,,865,1573376,1437,2572800,12.748628392404255,22.281961725737588
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,33,0.6318359375,,892,1622528,1464,2621952,12.922096138866618,22.455429472199953
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,34,0.63134765625,,919,1671680,1491,2671104,13.110413970355875,22.64374730368921
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,35,0.6318359375,,946,1720832,1518,2720256,13.299886189602937,22.833219522936268
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,36,0.61962890625,10.859375,973,1769984,1545,2769408,14.375121268715398,23.90845460204873
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,37,0.6201171875,,1000,1819136,1572,2818560,14.564562106334295,24.097895439667628
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,38,0.6201171875,,1027,1868288,1599,2867712,14.752851817718087,24.28618515105142
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,39,0.6201171875,,1054,1917440,1626,2916864,14.942268157199335,24.475601490532668
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,40,0.61962890625,,1081,1966592,1653,2966016,15.133936871952999,24.667270205286332
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,41,0.61962890625,10.875,1108,2015744,1680,3015168,16.19017220645522,25.723505539788555
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,42,0.6181640625,,1135,2064896,1707,3064320,16.392444067650164,25.9257774009835
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,43,0.6181640625,,1162,2114048,1734,3113472,16.578079594283675,26.111412927617007
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,44,0.619140625,,1189,2163200,1761,3162624,16.760101993133624,26.29343532646696
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,45,0.61865234375,,1216,2212352,1788,3211776,16.945616137965892,26.478949471299227
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,46,0.61865234375,10.8984375,1243,2261504,1815,3260928,18.012575583920505,27.545908917253836
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,47,0.61962890625,,1270,2310656,1842,3310080,18.202268727286718,27.735602060620053
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,48,0.6201171875,,1297,2359808,1869,3359232,18.408413964851448,27.941747298184783
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,49,0.61962890625,,1324,2408960,1896,3408384,18.59876554827206,28.13209888160539
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,0,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed0,50,0.619140625,10.9453125,1351,2458112,1923,3457536,18.78655415465279,28.319887487986126
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,1,0.79296875,12.5234375,28,49664,600,1049088,1.6516304169703895,11.234963750303724
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,2,0.70361328125,,55,98816,627,1098240,1.8324879489683856,11.415821282301719
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,3,0.70263671875,,82,147968,654,1147392,2.0092014316702262,11.59253476500356
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,4,0.70263671875,,109,197120,681,1196544,2.2085422268835826,11.791875560216916
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,5,0.70361328125,,136,246272,708,1245696,2.3938538095370556,11.977187142870388
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,6,0.703125,12.5234375,163,295424,735,1294848,3.4448480165020254,13.028181349835359
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,7,0.70361328125,,190,344576,762,1344000,3.62960867548051,13.212942008813844
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,8,0.70361328125,,217,393728,789,1393152,3.821224320586771,13.404557653920104
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,9,0.703125,,244,442880,816,1442304,4.0053398767331,13.588673210066434
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,10,0.70361328125,,271,492032,843,1491456,4.208414115717945,13.791747449051279
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,11,0.70263671875,12.6171875,298,541184,870,1540608,5.282642732467503,14.865976065800835
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,12,0.7021484375,,325,590336,897,1589760,5.472424170731878,15.05575750406521
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,13,0.7021484375,,352,639488,924,1638912,5.65501215554929,15.238345488882624
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,14,0.70166015625,,379,688640,951,1688064,5.829728401483347,15.413061734816681
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,15,0.7021484375,,406,737792,978,1737216,6.013283476815559,15.596616810148893
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,16,0.7021484375,12.6171875,433,786944,1005,1786368,7.058768212601232,16.642101545934565
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,17,0.646484375,,460,836096,1032,1835520,7.254358871420846,16.83769220475418
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,18,0.64697265625,,487,885248,1059,1884672,7.442236312796982,17.025569646130315
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,19,0.646484375,,514,934400,1086,1933824,7.627453752087119,17.210787085420453
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,20,0.646484375,,541,983552,1113,1982976,7.804068434913643,17.387401768246978
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,21,0.64599609375,11.7578125,568,1032704,1140,2032128,8.85861731641926,18.44195064975259
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,22,0.646484375,,595,1081856,1167,2081280,9.044805699881787,18.62813903321512
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,23,0.6455078125,,622,1131008,1194,2130432,9.24328823108226,18.826621564415593
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,24,0.64453125,,649,1180160,1221,2179584,9.426982503384352,19.010315836717684
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,25,0.64453125,,676,1229312,1248,2228736,9.614140847853074,19.197474181186408
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,26,0.64404296875,11.8984375,703,1278464,1275,2277888,10.664573974853072,20.247907308186406
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,27,0.64404296875,,730,1327616,1302,2327040,10.84466789153715,20.42800122487048
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,28,0.64404296875,,757,1376768,1329,2376192,11.025321277983798,20.60865461131713
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,29,0.6435546875,,784,1425920,1356,2425344,11.219149746016289,20.80248307934962
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,30,0.64404296875,,811,1475072,1383,2474496,11.401079238237193,20.984412571570527
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,31,0.64404296875,11.875,838,1524224,1410,2523648,12.481286756919387,22.06462009025272
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,32,0.64453125,,865,1573376,1437,2572800,12.676539547136054,22.259872880469388
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,33,0.64453125,,892,1622528,1464,2621952,12.868877804620812,22.452211137954144
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,34,0.64306640625,,919,1671680,1491,2671104,13.05686844396405,22.64020177729738
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,35,0.6435546875,,946,1720832,1518,2720256,13.269650190703882,22.852983524037214
depthwarm_standard,Depth→Joint warm start + standard mutation,depth_warm,standard,1,thesis_depthwarm_standard_joint_mistral_s0.25_qproj3.0_g50_o16_seed1,36,0.64306640625,11.875,973,1769984,1545,2769408,14.343820839351974,23.92715417268531
