date,run_id,method,model,sparsity_or_bits,generations,offspring,calibration_data,sequence_length,calibration_tokens,fitness_fn,attention_impl,dtype,seed,wikitext2_ppl,train_ppl,runtime_minutes,gpu_name,gpu_vram_gb,cpu_ram_limit_gb,status,notes,output_dir
2026-06-06,combined_tiny_depth0125_quant3_independent_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+quant3.0,,,,1024,,,sdpa,float16,0,11.97,,0.57,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/quant_search_tinyllama_qproj_3bit_g20_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/combined_tiny_depth0125_quant3_independent_seed0
2026-06-06,ablation_jointdrop_independentquant_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth+independentquant3.0,,,,1024,,,sdpa,float16,0,11.01,,0.52,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/quant_search_tinyllama_qproj_3bit_g20_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_independentquant_seed0
2026-06-06,ablation_independentdrop_jointquant_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,independentdepth+jointquant3.0,,,,1024,,,sdpa,float16,0,12.02,,0.48,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed0/joint_quant_config.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_independentdrop_jointquant_seed0
2026-06-06,ablation_jointdrop_noquant_seed0,depth_jointmask_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125,,,,1024,,,sdpa,float16,0,10.92,,0.48,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=none; quant_config_path=none; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_noquant_seed0
2026-06-06,ablation_jointdrop_uniformquant3_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125+uniformquant3.0,,,,1024,,,sdpa,float16,0,11.05,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=none; quant_default_level=3; eval_tokens=4096,outputs/experiments/ablation_jointdrop_uniformquant3_seed0
2026-06-06,depth_tinyllama_s0.125_seed1,depth_evo_tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.125,10,8,wikitext2,1024,4096,kl,sdpa,float16,1,12.28,1.32e+01,3.28,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=2; dropped_mlp_modules=2,outputs/experiments/depth_tinyllama_s0.125_seed1
2026-06-06,joint_tiny_depth0125_quant3_g10_seed1,combined_depth_quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+quant3.0,10,8,wikitext2,1024,4096,kl,sdpa,float16,1,12.55,13.17,3.25,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; drop_sparsity=0.125; target_bitwidth=3.0; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=2; dropped_mlp_modules=2; max_cpu_memory_gb=6.43; max_gpu_memory_gb=2.70,outputs/experiments/joint_tiny_depth0125_quant3_g10_seed1
2026-06-06,depth_tinyllama_s0.125_seed2,depth_evo_tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.125,10,8,wikitext2,1024,4096,kl,sdpa,float16,2,11.03,1.25e+01,3.25,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=2; dropped_mlp_modules=2,outputs/experiments/depth_tinyllama_s0.125_seed2
2026-06-06,joint_tiny_depth0125_quant3_g10_seed2,combined_depth_quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+quant3.0,10,8,wikitext2,1024,4096,kl,sdpa,float16,2,11.72,13.09,3.28,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; drop_sparsity=0.125; target_bitwidth=3.0; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=2; dropped_mlp_modules=2; max_cpu_memory_gb=6.43; max_gpu_memory_gb=2.70,outputs/experiments/joint_tiny_depth0125_quant3_g10_seed2
2026-06-06,ablation_jointdrop_noquant_seed1,depth_jointmask_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125,,,,1024,,,sdpa,float16,1,12.33,,0.48,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed1/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=none; quant_config_path=none; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_noquant_seed1
2026-06-06,ablation_jointdrop_noquant_seed2,depth_jointmask_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125,,,,1024,,,sdpa,float16,2,11.60,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_quant3_g10_seed2/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=none; quant_config_path=none; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_noquant_seed2
2026-06-07,quant_db_tinyllama_attention_bits234,quant_db,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2 3 4,,,wikitext2,1024,4096,,sdpa,float16,0,,,3.42,NVIDIA A40,44.99,16.00,completed,last_successful_step=quant_database_generated; quantizable_modules=.*layers.*self_attn.*((q|k|v|o)_proj)$; bitwidth_options=2 3 4; calibration_bitwidth=3; group_size=128; drop_saved_file_cache=1; generated_module_dirs=88; generated_weight_files=264; missing_expected_weight_files=0; database_size_mb=1189; max_cpu_memory_gb=8.48; max_gpu_memory_gb=1.10; quant_db_dir=outputs/experiments/quant_db_tinyllama_attention_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit,outputs/experiments/quant_db_tinyllama_attention_bits234
2026-06-07,quant_db_tinyllama_alllinear_bits234,quant_db,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2 3 4,,,wikitext2,1024,4096,,sdpa,float16,0,,,6.73,NVIDIA A40,44.99,16.00,completed,last_successful_step=quant_database_generated; quantizable_modules=.*layers.*((q|k|v|o|gate|up|down)_proj)$; bitwidth_options=2 3 4; calibration_bitwidth=3; group_size=128; drop_saved_file_cache=1; generated_module_dirs=154; generated_weight_files=462; missing_expected_weight_files=0; database_size_mb=5545; max_cpu_memory_gb=7.43; max_gpu_memory_gb=1.77; quant_db_dir=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit,outputs/experiments/quant_db_tinyllama_alllinear_bits234
2026-06-07,quant_eval_tinyllama_alllinear_uniform3_seed0,quant_alllinear_uniform_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,alllinear_quant3,,,,1024,,,sdpa,float16,0,13.62,,0.62,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=none; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=none; quant_default_level=3; eval_tokens=4096,outputs/experiments/quant_eval_tinyllama_alllinear_uniform3_seed0
2026-06-07,quant_eval_tinyllama_alllinear_uniform3_seed0_retry1,quant_alllinear_uniform_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,alllinear_quant3,,,,1024,,,sdpa,float16,0,13.62,,0.52,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=none; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=none; quant_default_level=3; eval_tokens=4096,outputs/experiments/quant_eval_tinyllama_alllinear_uniform3_seed0_retry1
2026-06-07,quant_search_tinyllama_alllinear_3bit_g20_seed0,quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,3.0,20,8,wikitext2,1024,4096,kl,sdpa,float16,0,14.58,15.70,6.42,NVIDIA A40,44.99,16.00,completed,"last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; configuration_name=quant_search_tinyllama_alllinear_3bit_g20_seed0_final_configuration.txt; target_bitwidth=3.0; actual_average_bitwidth=3.0000; final_search_point=[[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3],[3,3,2,2,2,3,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,3,3,4,2,3,3,3,3,3],[2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,2]]; max_cpu_memory_gb=10.66; max_gpu_memory_gb=2.81",outputs/experiments/quant_search_tinyllama_alllinear_3bit_g20_seed0
2026-06-07,combined_tiny_depth0125_quant3_alllinear_uniform_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+alllinear_quant3_uniform,,,,1024,,,sdpa,float16,0,21.77,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=none; quant_default_level=3; eval_tokens=4096,outputs/experiments/combined_tiny_depth0125_quant3_alllinear_uniform_seed0
2026-06-07,combined_tiny_depth0125_quant3_alllinear_independent_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+alllinear_quant3_search,,,,1024,,,sdpa,float16,0,23.81,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/quant_search_tinyllama_alllinear_3bit_g20_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/combined_tiny_depth0125_quant3_alllinear_independent_seed0
2026-06-07,joint_tiny_depth0125_alllinear_quant3_active_g10_seed0,combined_depth_quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+quant3.0,10,8,wikitext2,1024,4096,kl,sdpa,float16,0,21.47,25.64,3.30,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; drop_sparsity=0.125; target_bitwidth=3.0; active_quant_budget=1; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=2; dropped_mlp_modules=2; max_cpu_memory_gb=10.84; max_gpu_memory_gb=2.74,outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0
2026-06-07,combined_tiny_depth0125_alllinear_quant3_independent_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+alllinear_quant3,,,,1024,,,sdpa,float16,0,23.81,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/quant_search_tinyllama_alllinear_3bit_g20_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/combined_tiny_depth0125_alllinear_quant3_independent_seed0
2026-06-07,ablation_jointdrop_alllinear_noquant_seed0,depth_jointmask_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125,,,,1024,,,sdpa,float16,0,12.52,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=none; quant_config_path=none; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_alllinear_noquant_seed0
2026-06-07,replay_joint_tiny_depth0125_alllinear_quant3_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+alllinear_quant3,,,,1024,,,sdpa,float16,0,21.47,,0.52,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0/joint_quant_config.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/replay_joint_tiny_depth0125_alllinear_quant3_seed0
2026-06-07,ablation_jointdrop_alllinear_uniformquant3_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,jointdepth0.125+alllinear_uniform3,,,,1024,,,sdpa,float16,0,21.25,,0.48,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=none; quant_default_level=3; eval_tokens=4096,outputs/experiments/ablation_jointdrop_alllinear_uniformquant3_seed0
2026-06-07,ablation_independentdrop_alllinear_jointquant_seed0,combined_depth_quant_eval,TinyLlama/TinyLlama-1.1B-Chat-v1.0,independentdepth0.125+alllinear_jointquant3,,,,1024,,,sdpa,float16,0,22.14,,0.50,NVIDIA A40,44.99,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/depth_tinyllama_s0.125_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_tinyllama_alllinear_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; quant_config_path=outputs/experiments/joint_tiny_depth0125_alllinear_quant3_active_g10_seed0/joint_quant_config.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_independentdrop_alllinear_jointquant_seed0
2026-06-10,debug_reporting_depth_tiny_seed0,depth_evo_tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.125,2,2,wikitext2,512,1024,kl,sdpa,float16,0,14.47,1.87e+01,2.93,Tesla T4,15.00,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=2; dropped_mlp_modules=2,outputs/experiments/debug_reporting_depth_tiny_seed0
2026-06-10,debug_reporting_quant_tiny_seed0,quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,3.0,2,2,wikitext2,512,1024,kl,sdpa,float16,0,10.66,14.41,3.17,Tesla T4,15.00,16.00,completed,"last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; configuration_name=debug_reporting_quant_tiny_seed0_final_configuration.txt; target_bitwidth=3.0; actual_average_bitwidth=3.0000; final_search_point=[[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]; max_cpu_memory_gb=4.68; max_gpu_memory_gb=2.40",outputs/experiments/debug_reporting_quant_tiny_seed0
2026-06-10,debug_reporting_joint_tiny_seed0,combined_depth_quant_search,TinyLlama/TinyLlama-1.1B-Chat-v1.0,depth0.125+quant3.0,2,2,wikitext2,512,1024,kl,sdpa,float16,0,14.87,19.09,2.92,Tesla T4,15.00,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_tinyllama_qproj_bits234/quant_db/TinyLlama-1.1B-Chat-v1.0/3bit; drop_sparsity=0.125; target_bitwidth=3.0; active_quant_budget=1; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=2; dropped_mlp_modules=2; max_cpu_memory_gb=6.50; max_gpu_memory_gb=2.40,outputs/experiments/debug_reporting_joint_tiny_seed0
2026-06-10,debug_reporting_depth_mistral_seed0,depth_evo,mistralai/Mistral-7B-v0.3,0.125,2,2,wikitext2,512,1024,kl,sdpa,float16,0,11.88,1.34e+01,20.67,Tesla T4,15.00,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=4; dropped_mlp_modules=4,outputs/experiments/debug_reporting_depth_mistral_seed0
2026-06-14,quant_db_mistral_qproj_debug_bits234,quant_db,mistralai/Mistral-7B-v0.3,2 3 4,,,wikitext2,128,512,,sdpa,float16,0,,,3.15,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=quant_database_generated; quantizable_modules=.*layers.*q_proj$; bitwidth_options=2 3 4; calibration_bitwidth=3; group_size=128; drop_saved_file_cache=1; generated_module_dirs=32; generated_weight_files=96; missing_expected_weight_files=0; database_size_mb=3073; max_cpu_memory_gb=16.00; max_gpu_memory_gb=14.95; quant_db_dir=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit,outputs/experiments/quant_db_mistral_qproj_debug_bits234
2026-06-14,debug_reporting_joint_mistral_seed0,combined_depth_quant_search,mistralai/Mistral-7B-v0.3,depth0.125+quant3.0,2,2,wikitext2,512,1024,kl,sdpa,float16,0,,,0.15,Tesla V100-SXM2-32GB,32.00,16.00,failed,last_successful_step=joint_search_process_started; command_exit_code=1; parser_exit_code=1; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; max_cpu_memory_gb=2.05; max_gpu_memory_gb=0.00,outputs/experiments/debug_reporting_joint_mistral_seed0
2026-06-14,debug_reporting_joint_mistral_seed0_retry1,combined_depth_quant_search,mistralai/Mistral-7B-v0.3,depth0.125+quant3.0,2,2,wikitext2,512,1024,kl,sdpa,float16,0,11.72,12.57,4.50,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; drop_sparsity=0.125; target_bitwidth=3.0; active_quant_budget=1; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=4; dropped_mlp_modules=4; max_cpu_memory_gb=15.80; max_gpu_memory_gb=14.00,outputs/experiments/debug_reporting_joint_mistral_seed0_retry1
2026-06-14,debug_reporting_quant_mistral_seed0,quant_search,mistralai/Mistral-7B-v0.3,3.0,2,2,wikitext2,512,1024,kl,sdpa,float16,0,7.18,8.12,4.92,Tesla V100-SXM2-32GB,32.00,16.00,completed,"last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; configuration_name=debug_reporting_quant_mistral_seed0_final_configuration.txt; target_bitwidth=3.0; actual_average_bitwidth=3.0000; final_search_point=[[2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]; max_cpu_memory_gb=16.00; max_gpu_memory_gb=14.08",outputs/experiments/debug_reporting_quant_mistral_seed0
2026-06-14,replay_joint_mistral_debug_seed0,replay_joint_mistral_eval,mistralai/Mistral-7B-v0.3,depth0.125+qproj_quant3.0,,,,512,,,sdpa,float16,0,11.72,,1.77,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/debug_reporting_joint_mistral_seed0_retry1/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; quant_config_path=outputs/experiments/debug_reporting_joint_mistral_seed0_retry1/joint_quant_config.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/replay_joint_mistral_debug_seed0
2026-06-14,independent_depth_quant_mistral_debug_seed0,independent_depth_quant_eval,mistralai/Mistral-7B-v0.3,depth0.125+qproj_quant3.0,,,,512,,,sdpa,float16,0,11.97,,1.62,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/debug_reporting_depth_mistral_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; quant_config_path=outputs/experiments/debug_reporting_quant_mistral_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/independent_depth_quant_mistral_debug_seed0
2026-06-14,ablation_jointdrop_independentquant_mistral_seed0,jointdrop_independentquant_eval,mistralai/Mistral-7B-v0.3,jointdepth0.125+independentquant3.0,,,,512,,,sdpa,float16,0,11.53,,1.58,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/debug_reporting_joint_mistral_seed0_retry1/joint_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; quant_config_path=outputs/experiments/debug_reporting_quant_mistral_seed0/quant_configuration.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_jointdrop_independentquant_mistral_seed0
2026-06-14,ablation_independentdrop_jointquant_mistral_seed0,independentdrop_jointquant_eval,mistralai/Mistral-7B-v0.3,independentdepth0.125+jointquant3.0,,,,512,,,sdpa,float16,0,11.97,,1.60,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; drop_layer_config=outputs/experiments/debug_reporting_depth_mistral_seed0/layer_drop_config.txt; sparse_weights_path=none; sparse_config_path=none; sparse_default_level=0; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; quant_config_path=outputs/experiments/debug_reporting_joint_mistral_seed0_retry1/joint_quant_config.txt; quant_default_level=0; eval_tokens=4096,outputs/experiments/ablation_independentdrop_jointquant_mistral_seed0
2026-06-14,thesis_medium_dense_mistral_seq1024_seed0,dense,mistralai/Mistral-7B-v0.3,,,,,1024,,,sdpa,float16,0,5.96,,1.67,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation,outputs/experiments/thesis_medium_dense_mistral_seq1024_seed0
2026-06-14,thesis_medium_depth_mistral_s0.25_g20_o16_seed0,depth_evo,mistralai/Mistral-7B-v0.3,0.25,20,16,wikitext2,1024,8192,kl,sdpa,float16,0,11.80,1.22e+01,9.53,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=8; dropped_mlp_modules=8,outputs/experiments/thesis_medium_depth_mistral_s0.25_g20_o16_seed0
2026-06-14,thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,quant_search,mistralai/Mistral-7B-v0.3,3.0,20,16,wikitext2,1024,8192,kl,sdpa,float16,0,5.94,6.17,13.13,Tesla V100-SXM2-32GB,32.00,16.00,completed,"last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; configuration_name=thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0_final_configuration.txt; target_bitwidth=3.0; actual_average_bitwidth=3.0000; final_search_point=[[2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]; max_cpu_memory_gb=16.00; max_gpu_memory_gb=14.32",outputs/experiments/thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0
2026-06-14,thesis_medium_joint_mistral_s0.25_qproj3.0_g20_o16_seed0,combined_depth_quant_search,mistralai/Mistral-7B-v0.3,depth0.25+quant3.0,20,16,wikitext2,1024,8192,kl,sdpa,float16,0,13.38,13.51,10.15,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; quant_weights_path=outputs/experiments/quant_db_mistral_qproj_debug_bits234/quant_db/Mistral-7B-v0.3/3bit; drop_sparsity=0.25; target_bitwidth=3.0; active_quant_budget=1; actual_average_bitwidth=3.0000e+00; dropped_attn_modules=8; dropped_mlp_modules=8; max_cpu_memory_gb=16.00; max_gpu_memory_gb=14.32,outputs/experiments/thesis_medium_joint_mistral_s0.25_qproj3.0_g20_o16_seed0
2026-06-14,thesis_medium_depth_mistral_s0.25_g20_o16_seed1,depth_evo,mistralai/Mistral-7B-v0.3,0.25,20,16,wikitext2,1024,8192,kl,sdpa,float16,1,12.45,1.17e+01,9.58,Tesla V100-SXM2-32GB,32.00,16.00,completed,last_successful_step=final_evaluation; dropped_attn_modules=8; dropped_mlp_modules=8,outputs/experiments/thesis_medium_depth_mistral_s0.25_g20_o16_seed1
