generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,1.3759765625,kl,,24.796875,26.140625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,112.24688515998423,14280.6416015625
2,1.0673828125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,122.87574627995491,14280.6416015625
3,1.046875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,133.57914857193828,14280.6416015625
4,0.888671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,144.29242140986025,14280.6416015625
5,0.857421875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,154.9874875191599,14280.6416015625
6,0.822265625,kl,,12.3515625,13.671875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,227.57054822705686,14280.6416015625
7,0.80810546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,238.2082334458828,14280.6416015625
8,0.8076171875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,248.87713784724474,14280.6416015625
9,0.75732421875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,259.56953882426023,14280.6416015625
10,0.75244140625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,270.30278233252466,14280.6416015625
11,0.70068359375,kl,,11.03125,12.4453125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,343.23411806859076,14280.6416015625
12,0.701171875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,354.02424562349916,14280.6416015625
13,0.6884765625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,364.72085312381387,14280.6416015625
14,0.6787109375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,375.42087267152965,14280.6416015625
15,0.6728515625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,386.1537263058126,14280.6416015625
16,0.6728515625,kl,,10.6015625,11.875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,458.9741231556982,14280.6416015625
17,0.6474609375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,469.74316669628024,14280.6416015625
18,0.64794921875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,480.5204778276384,14280.6416015625
19,0.6484375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,491.6684767715633,14280.6416015625
20,0.6474609375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,502.36527901887894,14280.6416015625
