generation,best_search_fitness,parent_search_fitness_before_generation,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,compression_cost_bits,compression_target_bits,compression_difference_bits,dropped_attention_count,dropped_mlp_count,mutation_summary,selected_parent_mutation_type,accepted_parent_replacement,offspring_attempts,candidate_evaluations_stage_1,candidate_evaluations_stage_2,candidate_evaluations_stage_3,evaluation_tokens_stage_1,evaluation_tokens_stage_2,evaluation_tokens_stage_3,candidate_evaluations_search_cumulative,evaluation_tokens_search_cumulative,runtime_seconds_cumulative,peak_gpu_memory_mb
1,1.2724609375,1.294921875,kl,1.2724609375,28.375,45.4375,47.15625,,917504,"{""wikitext2"":327680,""c4"":589824}",128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""a8b440503b6ad1c14c8ad96594f5e1ed9ac2d24f5c90cec6142c37503d71c891"",""parent_after_generation_hash"":""bfac3afdbdf8915f94af22c5186e5145354951e2f1991d958be9b8d2f7d75f3f"",""generated_offspring_by_type"":{""depth"":34,""quantization"":37,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":57},""depth_mask_entries_changed_by_type"":{""depth"":114,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":72},""quant_assignments_changed_by_type"":{""depth"":64,""quantization"":87,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":42},""depth_mask_entries_changed_total"":186,""quant_assignments_changed_total"":193,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":57,""crossover_offspring_accepted"":57,""mutation_offspring_accepted"":71,""mutation_offspring"":71,""crossover_offspring_attempted"":63,""crossover_duplicates"":6,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":112.98412698412699,""parent_distance_min"":92,""parent_distance_max"":120,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":111.61904761904762,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":0,""local_exchange_attention"":9,""local_exchange_mlp"":27,""local_exchange_quantization"":21,""local_exchange_block"":0,""parent_distance_count"":63,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":57,""child_distance_from_donor_mean"":111.54385964912281,""child_distance_from_donor_min"":90,""child_distance_from_donor_max"":120,""child_distance_from_donor_count"":57,""donor_distance_reduction_mean"":1.2982456140350878,""donor_distance_reduction_min"":0,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":57,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":57,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":1.2724609375,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":136,""no_op_mutations"":0,""duplicate_candidates"":8,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,136,128,16,8,262144,262144,1048576,156,1581056,3090.437348509993,15276.82177734375
2,1.1396484375,1.2724609375,kl,1.1396484375,,,,,0,{},128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""bfac3afdbdf8915f94af22c5186e5145354951e2f1991d958be9b8d2f7d75f3f"",""parent_after_generation_hash"":""a0c460fd24bf8db4e08f1acc5cec9cef668727f2b6b2e2f7d8eec4f30e545a84"",""generated_offspring_by_type"":{""depth"":54,""quantization"":35,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":39},""depth_mask_entries_changed_by_type"":{""depth"":158,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":58},""quant_assignments_changed_by_type"":{""depth"":100,""quantization"":82,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":20},""depth_mask_entries_changed_total"":216,""quant_assignments_changed_total"":202,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":39,""crossover_offspring_accepted"":39,""mutation_offspring_accepted"":89,""mutation_offspring"":89,""crossover_offspring_attempted"":85,""crossover_duplicates"":46,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":14.447058823529412,""parent_distance_min"":9,""parent_distance_max"":19,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":12.823529411764707,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":0,""local_exchange_attention"":16,""local_exchange_mlp"":13,""local_exchange_quantization"":10,""local_exchange_block"":0,""parent_distance_count"":85,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":39,""child_distance_from_donor_mean"":14.58974358974359,""child_distance_from_donor_min"":7,""child_distance_from_donor_max"":19,""child_distance_from_donor_count"":39,""donor_distance_reduction_mean"":1.4871794871794872,""donor_distance_reduction_min"":0,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":39,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":39,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":1.1396484375,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":174,""no_op_mutations"":0,""duplicate_candidates"":46,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,174,128,16,8,262144,262144,1048576,308,3153920,4179.844733270002,15276.82177734375
3,0.9130859375,1.1396484375,kl,0.9130859375,,,,,0,{},128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""a0c460fd24bf8db4e08f1acc5cec9cef668727f2b6b2e2f7d8eec4f30e545a84"",""parent_after_generation_hash"":""2c3cc09335a58431a49c4c581cb4674db22737f27eeb9620fca363141f1e56bb"",""generated_offspring_by_type"":{""depth"":53,""quantization"":44,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":31},""depth_mask_entries_changed_by_type"":{""depth"":172,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":28},""quant_assignments_changed_by_type"":{""depth"":115,""quantization"":107,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":34},""depth_mask_entries_changed_total"":200,""quant_assignments_changed_total"":256,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":31,""crossover_offspring_accepted"":31,""mutation_offspring_accepted"":97,""mutation_offspring"":97,""crossover_offspring_attempted"":97,""crossover_duplicates"":66,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":13.54639175257732,""parent_distance_min"":2,""parent_distance_max"":27,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":12.02061855670103,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":0,""local_exchange_attention"":5,""local_exchange_mlp"":9,""local_exchange_quantization"":17,""local_exchange_block"":0,""parent_distance_count"":97,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":31,""child_distance_from_donor_mean"":21.225806451612904,""child_distance_from_donor_min"":3,""child_distance_from_donor_max"":27,""child_distance_from_donor_count"":31,""donor_distance_reduction_mean"":0.9032258064516129,""donor_distance_reduction_min"":0,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":31,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":31,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":0.9130859375,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":194,""no_op_mutations"":0,""duplicate_candidates"":66,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",local exchange crossover,True,194,128,16,8,262144,262144,1048576,460,4726784,5228.5327535720135,15276.82177734375
4,0.8759765625,0.9130859375,kl,0.8759765625,,,,,0,{},128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""2c3cc09335a58431a49c4c581cb4674db22737f27eeb9620fca363141f1e56bb"",""parent_after_generation_hash"":""09affd6f1878abc2a2cfbf328bdd20ff5929afe5c709a3eb6de0f8aa2775ae5f"",""generated_offspring_by_type"":{""depth"":45,""quantization"":48,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":35},""depth_mask_entries_changed_by_type"":{""depth"":162,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":28},""quant_assignments_changed_by_type"":{""depth"":89,""quantization"":112,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":42},""depth_mask_entries_changed_total"":190,""quant_assignments_changed_total"":243,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":35,""crossover_offspring_accepted"":35,""mutation_offspring_accepted"":93,""mutation_offspring"":93,""crossover_offspring_attempted"":84,""crossover_duplicates"":37,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":20.488095238095237,""parent_distance_min"":8,""parent_distance_max"":31,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":21.166666666666668,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":12,""local_exchange_attention"":3,""local_exchange_mlp"":11,""local_exchange_quantization"":21,""local_exchange_block"":0,""parent_distance_count"":84,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":35,""child_distance_from_donor_mean"":24.8,""child_distance_from_donor_min"":6,""child_distance_from_donor_max"":31,""child_distance_from_donor_count"":35,""donor_distance_reduction_mean"":0.8571428571428571,""donor_distance_reduction_min"":0,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":35,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":35,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":0.8759765625,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":177,""no_op_mutations"":0,""duplicate_candidates"":37,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",local exchange crossover,True,177,128,16,8,262144,262144,1048576,612,6299648,6387.381920120999,15276.82177734375
5,0.85205078125,0.8759765625,kl,0.85205078125,,,,,0,{},128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""09affd6f1878abc2a2cfbf328bdd20ff5929afe5c709a3eb6de0f8aa2775ae5f"",""parent_after_generation_hash"":""07c29a56da4cfc88b4c348df55ac08f6206284f8d9575cf23b7b1577106afdf6"",""generated_offspring_by_type"":{""depth"":53,""quantization"":39,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":36},""depth_mask_entries_changed_by_type"":{""depth"":164,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":28},""quant_assignments_changed_by_type"":{""depth"":101,""quantization"":96,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":44},""depth_mask_entries_changed_total"":192,""quant_assignments_changed_total"":241,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":36,""crossover_offspring_accepted"":36,""mutation_offspring_accepted"":92,""mutation_offspring"":92,""crossover_offspring_attempted"":105,""crossover_duplicates"":69,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":20.64761904761905,""parent_distance_min"":2,""parent_distance_max"":30,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":19.2,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":0,""local_exchange_attention"":2,""local_exchange_mlp"":12,""local_exchange_quantization"":22,""local_exchange_block"":0,""parent_distance_count"":105,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":36,""child_distance_from_donor_mean"":25.88888888888889,""child_distance_from_donor_min"":2,""child_distance_from_donor_max"":30,""child_distance_from_donor_count"":36,""donor_distance_reduction_mean"":0.7777777777777778,""donor_distance_reduction_min"":0,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":36,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":36,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":0.85205078125,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":198,""no_op_mutations"":0,""duplicate_candidates"":70,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,198,128,16,8,262144,262144,1048576,764,7872512,7519.997456055018,15276.82177734375
6,0.81591796875,0.85205078125,kl,0.81591796875,14.75,15.1875,18.9375,,917504,"{""wikitext2"":327680,""c4"":589824}",128,16,4,1,"[16,4,1]","[2048,16384,131072]",5503193088,4.083333333333333,3216.5078125,26982023168,26982023168,0,8,8,"{""type"":""mixed_depth_quantization"",""sequential_mode"":""none"",""joint_mutation_mode"":""standard"",""parent_before_generation_hash"":""07c29a56da4cfc88b4c348df55ac08f6206284f8d9575cf23b7b1577106afdf6"",""parent_after_generation_hash"":""8ead29c9acd6c241e696266fe1d8459b925cbb3e7634663a49e6afb621385658"",""generated_offspring_by_type"":{""depth"":59,""quantization"":63,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":6},""depth_mask_entries_changed_by_type"":{""depth"":188,""quantization"":0,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":4},""quant_assignments_changed_by_type"":{""depth"":102,""quantization"":153,""joint_aware"":0,""interaction_aware"":0,""sequential_quantization"":0,""fixed_quant_depth"":0,""component crossover"":0,""component crossover + repair"":0,""layer bundle crossover"":0,""layer bundle crossover + repair"":0,""local exchange crossover"":8},""depth_mask_entries_changed_total"":192,""quant_assignments_changed_total"":263,""interaction_aware_details"":{""budget_repair_quant_changes"":0,""preferred_quant_exchanges_used"":0,""fallback_quant_exchanges_used"":0},""crossover_diagnostics"":{""crossover_type"":""local_exchange"",""crossover_parent_selection"":""uniform"",""crossover_offspring"":6,""crossover_offspring_accepted"":6,""mutation_offspring_accepted"":122,""mutation_offspring"":122,""crossover_offspring_attempted"":107,""crossover_duplicates"":86,""crossover_infeasible_candidates"":0,""crossover_repair_changed_gene_count"":0,""crossover_repaired_proposals"":0,""parent_distance_mean"":4.149532710280374,""parent_distance_min"":3,""parent_distance_max"":5,""child_distance_from_parent_a_mean"":2.0,""child_distance_from_parent_b_mean"":2.3369565217391304,""layers_from_parent_a_mean"":null,""layers_from_parent_b_mean"":null,""crossover_no_legal_exchange"":15,""local_exchange_attention"":1,""local_exchange_mlp"":1,""local_exchange_quantization"":4,""local_exchange_block"":0,""parent_distance_count"":107,""child_distance_from_base_mean"":2.0,""child_distance_from_base_min"":2,""child_distance_from_base_max"":2,""child_distance_from_base_count"":6,""child_distance_from_donor_mean"":2.5,""child_distance_from_donor_min"":2,""child_distance_from_donor_max"":3,""child_distance_from_donor_count"":6,""donor_distance_reduction_mean"":2.0,""donor_distance_reduction_min"":2,""donor_distance_reduction_max"":2,""donor_distance_reduction_count"":6,""local_exchange_changed_gene_count_mean"":2.0,""local_exchange_changed_gene_count_min"":2,""local_exchange_changed_gene_count_max"":2,""local_exchange_changed_gene_count_count"":6,""child_distance_statistics_scope"":""accepted_unique_crossover_offspring"",""parent_distance_statistics_scope"":""crossover_attempts"",""persistent_population_size"":4,""unique_population_size"":4,""best_population_fitness"":0.81591796875,""configured_survivors_per_selection"":[16,4,1],""effective_survivors_per_selection"":[16,4,4],""effective_final_survivor_count"":4},""offspring_generation"":{""attempts"":229,""no_op_mutations"":0,""duplicate_candidates"":86,""infeasible_candidates"":0,""fixed_quant_legal_swap_counts"":[]},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":1,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":false,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,229,128,16,8,262144,262144,1048576,916,9445376,8769.633867668017,15276.82177734375
