run_id,phase,generation,train_fitness,selection_train_fitness,wikitext2_ppl,train_ppl,bit_average,parent_bits,search_point
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,1,1.0895e-02,5.92e-03,5.98,6.17,3.0000e+00,1610612736,"[[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,2,5.9166e-03,5.92e-03,,,3.0000e+00,1610612736,"[[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,3,5.9166e-03,5.76e-03,,,3.0000e+00,1610612736,"[[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,4,5.7640e-03,5.77e-03,,,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,5,5.7678e-03,5.76e-03,,,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,6,5.7640e-03,5.76e-03,5.94,6.17,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,7,5.7640e-03,5.76e-03,,,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,8,5.7640e-03,5.76e-03,,,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,9,5.7640e-03,5.75e-03,,,3.0000e+00,1610612736,"[[2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,10,5.7487e-03,5.74e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,11,5.7449e-03,5.74e-03,5.94,6.17,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,12,5.7449e-03,5.74e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,13,5.7449e-03,5.75e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,14,5.7487e-03,5.74e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,15,5.7449e-03,5.74e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,16,5.7449e-03,5.75e-03,5.94,6.17,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,17,5.7487e-03,5.69e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,18,5.6915e-03,5.69e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,19,5.6915e-03,5.70e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,generation,20,5.6953e-03,5.69e-03,,,3.0000e+00,1610612736,"[[2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
thesis_medium_quant_mistral_qproj3.0_g20_o16_seed0,final,,,,5.94,6.17,,,"[[2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]]"
