generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,0.010894775390625,kl,,6.171875,5.9765625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,132.9320259746164,14280.6416015625
2,0.005916595458984375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,151.33623738773167,14280.6416015625
3,0.005916595458984375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",True,168.63721304386854,14280.6416015625
4,0.005764007568359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,186.14549019560218,14280.6416015625
5,0.005767822265625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,202.53152536787093,14280.6416015625
6,0.005764007568359375,kl,,6.16796875,5.9375,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,299.7908567599952,14280.6416015625
7,0.005764007568359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,316.7517896424979,14280.6416015625
8,0.005764007568359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,333.28812418319285,14280.6416015625
9,0.005764007568359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",True,350.1911467406899,14280.6416015625
10,0.005748748779296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,366.9803952295333,14280.6416015625
11,0.00574493408203125,kl,,6.16796875,5.9375,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,463.8666227106005,14280.6416015625
12,0.00574493408203125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,480.2033058870584,14280.6416015625
13,0.00574493408203125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,496.8886104039848,14280.6416015625
14,0.005748748779296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,513.7223753910512,14280.6416015625
15,0.00574493408203125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,531.0124688819051,14280.6416015625
16,0.00574493408203125,kl,,6.16796875,5.9375,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,627.7021892368793,14280.6416015625
17,0.005748748779296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",True,645.0136284939945,14280.6416015625
18,0.0056915283203125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,661.130070913583,14280.6416015625
19,0.0056915283203125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,678.3147350419313,14280.6416015625
20,0.005695343017578125,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",7248023552,3.0,12992.5078125,0,0,"{""type"":""quantization_level_switch"",""offspring_generated"":16,""step_size"":1,""group_rule"":""size""}",False,695.2355116792023,14280.6416015625
