generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
11,0.81884765625,kl,,13.8046875,14.4140625,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,338.30645400471985,14280.6416015625
12,0.8154296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,349.01912073791027,14280.6416015625
13,0.79541015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,359.755887882784,14280.6416015625
14,0.79541015625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,370.51512153074145,14280.6416015625
15,0.7763671875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,381.2807623669505,14280.6416015625
16,0.7724609375,kl,,13.171875,12.9453125,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,454.2849497292191,14280.6416015625
17,0.685546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,465.1003271974623,14280.6416015625
18,0.685546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,475.9140249527991,14280.6416015625
19,0.685546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,487.1058962326497,14280.6416015625
20,0.68505859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,497.85287897102535,14280.6416015625
