generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,1.2021484375,kl,,21.9375,22.796875,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,106.84682102128863,14280.6416015625
2,1.1806640625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,117.53522763773799,14280.6416015625
3,1.060546875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,128.22495203651488,14280.6416015625
4,1.005859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,138.99053349718451,14280.6416015625
5,1.005859375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,149.8780932817608,14280.6416015625
6,0.90625,kl,,14.9296875,15.25,,,333824,"{""wikitext2"":333824}",16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,222.7068759612739,14280.6416015625
7,0.8779296875,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,233.3915820773691,14280.6416015625
8,0.8759765625,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,244.11017011851072,14280.6416015625
9,0.82568359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",True,254.80071732215583,14280.6416015625
10,0.8193359375,kl,,,,,,0,{},16,8,2,1,"[8,2,1]","[512,2048,8192]",5503193088,,10496.5078125,8,8,"{""type"":""depth_level_switch"",""offspring_generated"":16,""maximum_mutations_per_offspring"":3}",False,265.68362297303975,14280.6416015625
