run_id,phase,generation,train_fitness,wikitext2_ppl,train_ppl,parent_attn_mask,parent_mlp_mask
depth_mistral7b_s0.375_seed3,generation,1,3.90e+00,380.50,3.17e+02,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0]"
depth_mistral7b_s0.375_seed3,generation,2,3.27e+00,110.75,7.98e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0]"
depth_mistral7b_s0.375_seed3,generation,3,2.55e+00,88.62,6.19e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,4,2.76e+00,88.62,6.19e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,5,2.55e+00,77.62,5.26e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,6,2.40e+00,77.62,5.26e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,7,2.35e+00,74.06,4.82e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,8,2.20e+00,65.88,4.72e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,9,1.92e+00,54.38,4.27e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1]","[0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1]"
depth_mistral7b_s0.375_seed3,generation,10,2.28e+00,47.91,4.19e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1]","[0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1]"
depth_mistral7b_s0.375_seed3,final,,,47.91,4.19e+01,"[0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1]","[0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1]"
