run_id,phase,generation,train_fitness,wikitext2_ppl,train_ppl,parent_attn_mask,parent_mlp_mask
debug_reporting_depth_tiny_seed0,generation,1,3.47e-01,14.70,1.88e+01,"[0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0]"
debug_reporting_depth_tiny_seed0,generation,2,2.89e-01,14.47,1.87e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0]"
debug_reporting_depth_tiny_seed0,final,,,14.47,1.87e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0]"
