generation,best_search_fitness,fitness_fn,best_calibration_kl,best_train_ppl,wikitext2_ppl,c4_ppl,fineweb_edu_ppl,eval_tokens_used,eval_tokens_by_dataset,num_offspring,num_survivors_stage_1,num_survivors_stage_2,num_survivors_stage_3,survivors_per_selection,tokens_per_selection,active_parameters,average_bitwidth_active,estimated_weight_memory_mb,dropped_attention_count,dropped_mlp_count,mutation_summary,selected_parent_mutation_type,accepted_parent_replacement,runtime_seconds_cumulative,peak_gpu_memory_mb
1,0.36865234375,kl,,13.96875,12.28125,,,340992,"{""wikitext2"":340992}",8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":1}",parent,False,41.41406805627048,2543.50439453125
2,0.3056640625,kl,,,,,,0,{},8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":7,""quantization"":1,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":2}",parent,False,42.43498188816011,2543.50439453125
3,0.32177734375,kl,,13.96875,12.28125,,,340992,"{""wikitext2"":340992}",8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":5,""quantization"":3,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":3}",parent,False,58.16078143939376,2543.50439453125
4,0.32177734375,kl,,,,,,0,{},8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":5,""quantization"":3,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,59.301108844578266,2543.50439453125
5,0.30859375,kl,,14.4140625,13.3515625,,,340992,"{""wikitext2"":340992}",8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",quantization,True,74.80009260587394,2543.50439453125
6,0.358154296875,kl,,,,,,0,{},8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":4,""quantization"":4,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":3,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":3,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,76.14931785687804,2543.50439453125
7,0.2900390625,kl,,13.3515625,11.96875,,,340992,"{""wikitext2"":340992}",8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":2,""quantization"":6,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":2,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":2,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",quantization,True,92.33271926827729,2543.50439453125
8,0.326416015625,kl,,,,,,0,{},8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":3,""quantization"":5,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":2,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":2,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":1}",parent,False,94.11368169635534,2543.50439453125
9,0.30908203125,kl,,13.3828125,11.96875,,,340992,"{""wikitext2"":340992}",8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":7,""quantization"":1,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":2,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":2,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":0}",depth,True,109.33003993146122,2543.50439453125
10,0.28173828125,kl,,,,,,0,{},8,2,1,,"[2,1]","[512,2048]",1011968000,3.0,1800.17578125,2,2,"{""type"":""mixed_depth_quantization"",""generated_offspring_by_type"":{""depth"":7,""quantization"":1,""joint_aware"":0},""maximum_depth_mutations_per_offspring"":2,""quantization_step_size"":1,""quantization_mutations_per_offspring"":1,""joint_aware_probability"":0.0,""adaptive_mutation"":false,""adaptive_mutation_strength"":2,""adaptive_mutation_patience"":3,""adaptive_mutation_max_strength"":3,""coarse_to_fine_mutation"":true,""coarse_to_fine_start_strength"":3,""coarse_to_fine_end_strength"":1,""stagnation_generations_after_selection"":1}",parent,False,110.6758261397481,2543.50439453125
