run_id,phase,generation,train_fitness,wikitext2_ppl,train_ppl,parent_attn_mask,parent_mlp_mask
depth_tinyllama_s0.125_seed2,generation,1,3.60e-01,12.16,1.38e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,2,2.42e-01,11.38,1.30e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,3,2.60e-01,11.38,1.30e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,4,2.72e-01,11.38,1.30e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,5,2.27e-01,11.24,1.27e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,6,2.27e-01,11.24,1.27e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,7,2.71e-01,11.24,1.27e+01,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,8,2.08e-01,11.03,1.25e+01,"[0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,9,2.44e-01,11.03,1.25e+01,"[0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,generation,10,2.19e-01,11.03,1.25e+01,"[0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
depth_tinyllama_s0.125_seed2,final,,,11.03,1.25e+01,"[0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]"
