run_id,phase,generation,train_fitness,wikitext2_ppl,train_ppl,parent_attn_mask,parent_mlp_mask
depth_tinyllama_s0.25_seed0,generation,1,2.03e+00,62.59,7.01e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,2,2.03e+00,52.50,5.90e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,3,1.85e+00,52.50,5.90e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,4,1.75e+00,53.75,5.59e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,5,2.11e+00,53.75,5.59e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,6,1.75e+00,53.75,5.59e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,7,1.72e+00,46.34,5.03e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,8,1.43e+00,46.34,5.03e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,9,1.60e+00,42.59,4.52e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1]"
depth_tinyllama_s0.25_seed0,generation,10,1.35e+00,42.59,4.52e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1]"
depth_tinyllama_s0.25_seed0,final,,,42.59,4.52e+01,"[0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1]","[0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1]"
