unix_time,cpu_memory_current_gb,gpu_memory_used_gb
1780786663,4.72,0.00
1780786668,5.24,0.00
1780786673,5.45,2.49
1780786678,6.26,2.49
1780786683,6.27,2.49
1780786689,5.79,2.49
1780786694,6.40,2.70
1780786699,6.39,2.70
1780786704,6.39,2.70
1780786709,6.41,2.64
1780786714,6.40,2.64
1780786719,6.40,2.64
1780786724,6.41,2.64
1780786729,6.41,2.64
1780786734,6.41,2.64
1780786739,6.41,2.64
1780786744,6.41,2.64
1780786749,6.41,2.64
1780786754,6.41,2.64
1780786759,6.41,2.64
1780786764,6.41,2.64
1780786769,6.41,2.64
1780786774,6.41,2.64
1780786779,6.41,2.64
1780786784,6.41,2.64
1780786789,6.41,2.64
1780786794,6.41,2.64
1780786799,6.41,2.64
1780786804,6.41,2.64
1780786809,6.41,2.64
1780786814,6.41,2.64
1780786819,6.41,2.64
1780786825,6.41,2.64
1780786830,6.41,2.64
1780786835,6.41,2.64
1780786840,6.41,2.64
1780786845,6.41,2.64
1780786850,6.41,2.64
1780786855,6.41,2.64
