unix_time,cpu_memory_current_gb,gpu_memory_used_gb
1781522015,3.39,0.00
1781522020,3.83,0.00
1781522025,4.13,2.41
1781522030,4.49,2.49
1781522035,4.94,2.49
1781522040,4.55,2.49
1781522045,5.09,2.70
1781522050,5.09,2.70
1781522055,5.09,2.70
1781522060,5.12,2.74
1781522065,5.10,2.64
1781522071,5.10,2.64
1781522076,5.10,2.64
1781522081,5.10,2.64
1781522086,5.10,2.64
1781522091,5.10,2.64
1781522096,5.10,2.68
1781522101,5.10,2.64
1781522106,5.10,2.64
1781522111,5.10,2.57
1781522116,5.10,2.64
1781522121,5.10,2.64
1781522126,5.10,2.64
1781522131,5.10,2.64
1781522136,5.10,2.64
1781522141,5.10,2.64
1781522146,5.10,2.64
1781522151,5.10,2.64
1781522156,5.10,2.64
1781522161,5.10,2.64
1781522166,5.10,2.64
1781522171,5.10,2.64
1781522176,5.10,2.67
1781522181,5.10,2.64
1781522186,5.10,2.64
1781522191,5.10,2.64
1781522196,5.10,2.64
1781522201,5.10,2.64
1781522206,5.10,2.64
1781522211,5.10,2.64
1781522217,5.10,2.64
1781522222,5.10,2.64
